23.99053, 24.40466, 25.24374, 25.59133, 24.31677, 24.88925, 24.62713, 25.23254, 25.01595, 24.30642, 25.70849, 25.42340, 25.22827, 24.96865, 25.81890, 25.35861, 24.97802, 25.22433, 25.72109, 25.74438, 24.97421, 24.66339, 25.68536, 25.79144, 25.16976, 25.36782, 23.52746, 24.86242, 24.36633, 24.40701, 23.61950, 24.18896
25.67382, 25.57385, 26.16162, 24.76888, 24.80178, 23.96267, 25.47405, 26.36886, 25.47439, 25.47332, 26.47494, 26.22067, 25.62621, 25.46704, 26.15554, 25.72338, 25.38064, 25.86602, 25.35424, 25.51260, 24.79263, 25.18829, 25.81726, 25.68051, 25.53231, 24.56274, 25.69152, 24.26040, 23.69561, 25.38043, 24.43682, 24.38989
26.35836, 25.61410, 25.16772, 25.38732, 25.43920, 24.54321, 26.46258, 26.26074, 26.84017, 26.42394, 27.79711, 27.35189, 26.67278, 27.46221, 26.77600, 26.81585, 25.78723, 25.76528, 26.16137, 25.46762, 26.60461, 25.67291, 25.26049, 25.48443, 25.26361, 25.37094, 25.06967, 25.23315, 25.05419, 24.35525, 24.48586, 25.57330
26.96252, 25.55960, 26.65945, 25.17785, 26.18698, 25.93209, 26.75411, 27.49755, 27.70312, 28.06188, 28.65338, 28.49966, 27.61611, 27.45315, 27.62057, 26.80923, 26.80233, 26.25121, 26.25167, 26.61184, 25.98461, 25.63033, 25.87219, 24.99655, 25.75558, 25.39700, 25.19341, 25.87216, 25.40490, 24.80123, 25.50085, 25.76568
25.72537, 25.58944, 27.15966, 27.67623, 28.26678, 28.30099, 27.64852, 28.53543, 27.87536, 28.60067, 27.89138, 28.49838, 27.55065, 27.61502, 27.78466, 27.60537, 27.70730, 27.32668, 26.64593, 27.32382, 26.52435, 26.48312, 24.88253, 25.41186, 24.82305, 24.89761, 24.80190, 26.72216, 25.24130, 24.80206, 25.43038, 26.02410
27.19973, 26.75064, 27.46572, 28.62203, 28.51470, 28.76815, 29.18231, 28.71377, 28.37145, 28.14318, 27.91046, 27.81899, 27.61877, 27.35546, 28.14913, 27.40386, 27.69271, 27.25414, 27.40804, 26.68469, 26.75930, 24.89678, 25.01718, 25.20989, 24.83920, 25.07278, 25.85543, 25.25778, 24.46465, 24.76968, 26.25701, 25.73675
28.12045, 28.40096, 28.81530, 28.35290, 28.25549, 28.32556, 28.77505, 28.89007, 28.82522, 27.68283, 28.36947, 28.18871, 28.28063, 27.97329, 27.63690, 27.99734, 26.94055, 27.01013, 26.85693, 27.38958, 24.65444, 24.88531, 24.82479, 25.09829, 25.10476, 24.80749, 25.04562, 26.02172, 24.56423, 25.99331, 25.51394, 25.80248
27.80905, 27.90804, 28.91424, 27.92843, 28.19207, 27.90243, 28.69955, 28.50170, 28.39785, 27.94821, 28.68041, 28.13473, 28.19573, 28.18124, 28.24456, 27.56500, 27.59030, 27.25152, 27.35687, 25.94375, 25.81161, 24.33917, 24.64901, 24.84561, 25.33413, 24.59896, 25.89730, 25.67431, 24.25237, 24.80148, 25.14794, 24.98489
28.29540, 28.17068, 27.37039, 29.53262, 28.33377, 27.92346, 29.06689, 28.86169, 28.60766, 28.01510, 28.48782, 28.06326, 28.01739, 27.41009, 27.61596, 27.28906, 27.31201, 27.15389, 26.23986, 27.13751, 24.12707, 24.91406, 25.23532, 24.80169, 24.60043, 24.83065, 24.94308, 26.05621, 24.21240, 25.19695, 26.25961, 25.01007
29.19412, 27.00729, 28.14419, 29.11416, 28.64843, 28.23303, 28.94885, 28.30871, 27.81472, 28.44460, 28.85943, 27.65484, 27.32632, 27.67047, 27.75466, 27.59527, 27.12136, 26.67230, 26.99764, 25.53951, 25.27551, 24.70031, 24.95288, 24.03424, 24.56368, 24.87136, 25.24279, 25.12274, 25.31164, 24.89868, 25.24471, 24.06591
27.68099, 28.36440, 29.06265, 29.33145, 28.36581, 28.35790, 28.63934, 28.63958, 28.40017, 28.79452, 28.24944, 28.63339, 27.18661, 27.61859, 27.32574, 27.29461, 26.82003, 26.92999, 25.98522, 26.25884, 24.62243, 24.53124, 24.86730, 25.87008, 24.62033, 24.66641, 24.90066, 25.01190, 24.67254, 24.36178, 24.86785, 25.20168
28.69976, 28.44918, 29.17556, 28.42318, 28.40512, 27.88131, 28.95318, 28.50601, 28.21246, 28.66494, 28.86935, 27.61099, 28.25866, 27.20037, 28.05798, 27.28518, 27.50875, 26.08569, 26.52477, 25.25518, 25.13708, 24.08132, 24.80111, 25.18664, 25.08892, 24.76348, 25.06396, 25.21798, 24.24453, 24.29617, 25.81991, 25.05596
28.38806, 28.79934, 28.74542, 27.84570, 28.49392, 28.48547, 27.86172, 27.95117, 28.64257, 28.36975, 28.25250, 28.83447, 27.67941, 27.58227, 26.82766, 27.29736, 26.67523, 26.50094, 25.44998, 25.59713, 23.83117, 23.88427, 23.90331, 24.93533, 24.68514, 24.95361, 24.83468, 25.34030, 24.89053, 25.02673, 24.73528, 24.95111
28.57623, 27.89651, 28.67117, 28.43762, 28.22256, 28.63058, 28.10217, 27.93130, 28.62332, 28.28225, 29.03640, 28.11596, 28.25772, 27.98153, 27.64999, 27.02807, 26.83499, 26.71169, 26.32223, 25.54446, 24.09963, 23.72225, 24.25134, 24.28573, 24.53512, 24.90191, 25.25631, 24.07806, 23.97091, 24.34808, 25.11993, 24.69338
27.08212, 28.80560, 26.76187, 28.26647, 27.40112, 27.70861, 27.94943, 28.30563, 28.50698, 28.38812, 28.96356, 29.18917, 27.82125, 28.27230, 27.77499, 27.41168, 27.78536, 27.31707, 28.06304, 27.87771, 24.52133, 25.07629, 24.55334, 24.44598, 24.22567, 24.31646, 24.48046, 24.84768, 24.87881, 24.35479, 24.38812, 24.95693
28.71276, 26.88537, 28.24136, 27.00811, 27.08969, 26.80886, 27.02148, 28.02004, 27.66586, 29.39169, 29.37301, 28.13546, 28.51907, 27.68109, 28.17684, 27.28918, 22.29717, 28.43502, 28.81997, 28.38632, 26.09832, 24.61111, 24.85906, 24.70587, 23.78356, 24.17675, 24.68255, 24.45114, 24.12744, 24.42440, 24.62676, 24.95345
26.71203, 27.48205, 24.23226, 26.88336, 22.88781, 23.16693, 23.93093, 23.15811, 26.76940, 25.72732, 29.00759, 28.46133, 28.18402, 28.10333, 28.07244, 28.23507, 27.11807, 27.59359, 29.86621, 29.61563, 25.17068, 24.28393, 24.19076, 24.22158, 24.23632, 24.09829, 24.69634, 25.41613, 24.38519, 24.23171, 25.04525, 24.93853
28.14266, 26.11706, 27.60562, 25.50418, 25.34472, 23.31637, 21.78619, 22.84277, 23.85488, 27.02740, 27.46877, 28.48074, 28.35851, 27.71133, 27.70400, 27.00292, 27.17523, 28.09329, 29.43472, 28.46667, 25.84664, 25.05532, 24.89666, 24.46023, 24.80328, 24.58401, 26.17730, 24.35375, 24.66366, 24.91784, 25.88748, 25.76061
26.09747, 27.29556, 25.70550, 27.34088, 24.62591, 25.60348, 25.70175, 25.64593, 25.90884, 24.96258, 27.76696, 27.77816, 28.49917, 28.84027, 27.61221, 27.98062, 27.49914, 27.61074, 29.44726, 28.73568, 26.57797, 27.05276, 27.33572, 27.05038, 26.79928, 26.42300, 26.60687, 26.20028, 25.93673, 25.22167, 26.10510, 25.56466
27.60357, 25.19570, 27.92437, 26.06814, 26.59667, 25.65310, 26.56518, 26.02075, 26.20819, 26.32137, 26.62658, 27.67208, 28.96905, 28.19235, 28.88708, 27.84945, 28.03851, 28.99752, 29.26669, 28.30090, 27.15087, 27.91021, 28.05566, 27.51473, 26.92178, 27.01843, 26.87496, 27.22662, 25.83584, 26.07037, 25.57687, 25.66830
26.31475, 26.32913, 25.83651, 26.92550, 26.05178, 26.26800, 26.36465, 27.24584, 26.31487, 26.54513, 27.58969, 28.00103, 28.75842, 28.54486, 28.12615, 28.50598, 28.92639, 28.59414, 28.46514, 28.64224, 28.18209, 28.18112, 27.10937, 27.74450, 26.78216, 26.39251, 26.80548, 26.99294, 26.74767, 25.87927, 25.79720, 27.48651
