23.70779, 23.50009, 23.34075, 22.94851, 23.82903, 22.29312, 23.33624, 23.27905, 23.80828, 23.09316, 23.78692, 24.29525, 24.16033, 23.84756, 24.10430, 24.00292, 23.93804, 23.92739, 24.44732, 23.51794, 23.70223, 23.88507, 24.80813, 24.68340, 24.61318, 23.89453, 23.40838, 22.66021, 23.89468, 21.83801, 22.65496, 22.41455
23.75225, 25.70956, 23.92068, 23.09976, 22.74975, 23.74279, 23.60205, 22.99655, 24.34713, 24.08416, 24.24407, 23.81301, 23.84576, 24.71401, 23.48153, 24.34481, 24.02761, 24.55047, 24.42910, 23.52484, 24.39248, 24.77954, 23.51278, 24.52435, 24.07955, 25.10436, 24.20733, 23.62814, 23.21899, 23.91241, 23.47958, 24.01455
25.50732, 22.68655, 23.25247, 23.34240, 24.16580, 22.97375, 23.77505, 23.02502, 23.51034, 22.84472, 24.23742, 23.27316, 24.42105, 24.21774, 24.92922, 23.14974, 24.20904, 23.37216, 23.67340, 23.90127, 24.52059, 24.11642, 23.95910, 23.84741, 25.04632, 24.36559, 24.30221, 24.87911, 25.50820, 24.71935, 23.65240, 22.89346
24.22558, 24.66226, 23.35906, 24.17990, 24.02850, 23.73437, 23.42065, 23.88037, 24.01837, 24.68557, 23.76550, 23.65145, 23.98245, 24.44769, 24.24426, 24.72247, 24.52795, 24.43020, 24.71511, 23.84365, 24.10632, 24.28909, 23.48153, 23.84179, 23.89379, 24.76528, 24.91567, 24.00854, 24.48483, 25.06558, 24.50936, 24.97781
25.27065, 22.97375, 23.95059, 23.72836, 24.37402, 23.58523, 23.95059, 22.80850, 23.80535, 23.97988, 24.14544, 23.81332, 23.77166, 23.64913, 24.48355, 24.19393, 24.36617, 23.87069, 24.15432, 23.87173, 24.04406, 23.79623, 24.30288, 24.04287, 25.27239, 24.08727, 25.10592, 25.07717, 24.80200, 24.25933, 24.29565, 24.57568
23.29366, 23.93499, 23.64022, 24.00689, 23.97073, 24.23351, 23.76953, 23.68814, 23.58673, 24.08294, 23.95593, 23.80389, 24.31423, 24.34826, 24.66863, 24.35839, 24.38052, 24.75985, 24.38925, 24.28842, 24.14996, 24.61654, 23.78408, 23.78314, 24.53396, 24.59762, 24.58212, 25.13320, 24.34759, 24.80462, 23.28063, 25.55413
23.85040, 22.16598, 23.28497, 23.16427, 24.10302, 23.60714, 24.23312, 23.52099, 24.04336, 23.54840, 24.42742, 23.59149, 24.43734, 24.17886, 24.27529, 24.45034, 24.61825, 24.33273, 24.45934, 23.72711, 24.13357, 23.79989, 24.14361, 23.79574, 24.03103, 24.41094, 24.59765, 24.26092, 24.84323, 23.24368, 23.98763, 23.81597
22.09503, 23.23806, 23.82934, 23.94668, 24.26446, 24.61270, 24.24856, 23.57696, 23.50250, 24.13595, 23.91131, 24.26425, 23.95275, 24.65756, 23.87081, 23.75366, 24.15667, 24.22344, 24.04513, 24.26263, 23.99722, 24.55490, 24.60201, 24.53411, 24.30905, 24.97445, 23.99899, 25.09899, 24.53176, 24.76132, 24.51406, 24.17867
23.77413, 21.99667, 22.84887, 23.32711, 24.02004, 23.58380, 24.14202, 23.54504, 23.85369, 23.12707, 23.75323, 23.95864, 24.39450, 23.70379, 23.37789, 23.81713, 24.42495, 23.79806, 23.71127, 23.76864, 24.19241, 23.56381, 24.24041, 23.73147, 24.46069, 24.64031, 25.13012, 23.93817, 25.56347, 24.25961, 24.23077, 23.67364
22.68884, 22.56820, 22.46890, 23.47372, 24.28189, 23.95474, 23.96331, 23.39807, 24.08029, 24.20788, 23.75384, 23.98214, 23.86151, 24.19366, 23.52096, 24.27532, 23.83312, 24.18234, 23.98559, 24.30944, 23.56722, 24.38192, 24.42211, 24.64633, 24.56829, 25.41329, 24.53457, 24.63149, 24.52630, 24.46194, 24.69595, 24.20126
22.92425, 22.37991, 23.11685, 23.22384, 24.02795, 23.40164, 24.15862, 23.65795, 23.89691, 23.74020, 24.11520, 24.07690, 23.98449, 24.10198, 24.11132, 24.21716, 23.79849, 24.35357, 24.21511, 24.31063, 24.72561, 24.35424, 24.65228, 24.77929, 24.97170, 24.26495, 24.61581, 24.14547, 24.20126, 23.83193, 24.55239, 24.00125
23.15527, 23.08068, 23.41116, 23.02871, 23.34243, 24.20208, 23.68566, 23.43835, 23.63946, 24.15725, 24.33047, 23.60342, 24.20669, 24.32400, 23.58608, 23.82824, 24.10891, 24.60543, 23.93792, 24.04296, 24.28945, 24.78420, 24.82858, 24.73608, 24.32495, 25.43237, 24.77575, 24.50747, 24.75094, 24.79696, 24.83419, 24.89861
22.51144, 22.11816, 22.57672, 22.98110, 23.34811, 23.27755, 23.12814, 23.30734, 23.98583, 23.10546, 23.60427, 23.36624, 24.80258, 23.85134, 23.46652, 23.55157, 24.08325, 23.62594, 23.34197, 23.43548, 24.13659, 23.69354, 24.66281, 24.18624, 25.15637, 24.27560, 24.28219, 24.13391, 25.13421, 24.32620, 24.47079, 23.89443
22.85616, 22.54693, 21.70376, 23.04516, 22.26635, 23.57092, 23.30184, 23.13491, 23.21942, 23.63009, 23.45550, 23.80520, 23.60781, 23.48403, 23.39544, 23.80627, 23.43020, 24.28298, 23.01995, 24.14392, 23.54327, 24.61471, 24.19296, 24.15927, 24.33703, 24.55132, 24.57577, 24.41455, 23.49011, 24.97543, 23.53094, 24.69607
